IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.218.126.53,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,2.97
47.91.31.231,8080,8080,false,NRT,Asia Pacific,Tokyo,72,2.96
8.218.3.12,2096,2096,true,HKG,Asia Pacific,Hong Kong,51,2.96
8.219.173.233,8443,8443,true,SIN,Asia Pacific,Singapore,94,2.95
8.222.244.123,2095,2095,false,SIN,Asia Pacific,Singapore,22,2.95
8.219.99.8,80,80,false,SIN,Asia Pacific,Singapore,23,2.95
8.217.248.220,80,80,false,HKG,Asia Pacific,Hong Kong,53,2.95
8.217.250.222,2095,2095,false,HKG,Asia Pacific,Hong Kong,542,2.95
47.76.146.1,443,443,true,HKG,Asia Pacific,Hong Kong,38,2.94
47.236.123.133,2082,2082,false,SIN,Asia Pacific,Singapore,11,2.94
47.242.79.71,2095,2095,false,HKG,Asia Pacific,Hong Kong,396,2.94
8.218.22.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,378,2.94
47.237.70.15,2096,2096,true,SIN,Asia Pacific,Singapore,74,2.94
47.236.253.41,8080,8080,false,SIN,Asia Pacific,Singapore,20,2.94
8.210.55.134,80,80,false,HKG,Asia Pacific,Hong Kong,41,2.93
47.236.224.66,80,80,false,SIN,Asia Pacific,Singapore,4,2.93
8.218.211.17,2083,2083,true,HKG,Asia Pacific,Hong Kong,574,2.92
8.222.224.17,8443,8443,true,SIN,Asia Pacific,Singapore,80,2.92
8.219.66.156,2083,2083,true,NRT,Asia Pacific,Tokyo,127,2.92
47.74.7.51,2086,2086,false,NRT,Asia Pacific,Tokyo,79,2.92
8.210.65.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,2.91
47.245.80.142,2052,2052,false,SIN,Asia Pacific,Singapore,15,2.91
47.243.162.49,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,2.91
47.242.54.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,2.91
8.222.153.11,2087,2087,true,NRT,Asia Pacific,Tokyo,194,2.90
47.236.121.7,2052,2052,false,SIN,Asia Pacific,Singapore,9,2.90
8.219.63.66,2095,2095,false,SIN,Asia Pacific,Singapore,8,2.90
8.219.72.51,443,443,true,SIN,Asia Pacific,Singapore,112,2.90
47.254.66.75,443,443,true,SJC,North America,San Jose,173,2.90
47.237.22.45,2083,2083,true,SIN,Asia Pacific,Singapore,62,2.90
8.219.200.145,2086,2086,false,SIN,Asia Pacific,Singapore,108,2.88
8.219.228.88,8880,8880,false,SIN,Asia Pacific,Singapore,22,2.88
47.91.16.214,2086,2086,false,NRT,Asia Pacific,Tokyo,71,2.88
8.218.8.142,8080,8080,false,HKG,Asia Pacific,Hong Kong,264,2.87
8.219.228.157,2053,2053,true,SIN,Asia Pacific,Singapore,217,2.87
8.222.138.175,2095,2095,false,SIN,Asia Pacific,Singapore,15,2.87
8.218.18.132,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,2.86
8.218.8.142,2095,2095,false,HKG,Asia Pacific,Hong Kong,66,2.86
8.210.192.93,2086,2086,false,HKG,Asia Pacific,Hong Kong,616,2.86
47.236.146.249,2052,2052,false,SIN,Asia Pacific,Singapore,56,2.86
8.218.243.95,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,2.86
8.218.174.118,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,2.86
47.237.22.84,8080,8080,false,SIN,Asia Pacific,Singapore,42,2.85
47.236.249.41,2095,2095,false,SIN,Asia Pacific,Singapore,8,2.85
8.210.107.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,747,2.83
8.219.191.40,2082,2082,false,SIN,Asia Pacific,Singapore,14,2.83
8.217.221.165,2052,2052,false,HKG,Asia Pacific,Hong Kong,672,2.83
8.210.192.93,2082,2082,false,HKG,Asia Pacific,Hong Kong,237,2.82
47.245.86.230,2086,2086,false,SIN,Asia Pacific,Singapore,25,2.82
47.237.19.161,8880,8880,false,SIN,Asia Pacific,Singapore,13,2.82
8.219.188.162,8080,8080,false,SIN,Asia Pacific,Singapore,51,2.81
8.222.170.152,2053,2053,true,NRT,Asia Pacific,Tokyo,177,2.81
8.217.159.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,286,2.81
8.219.250.239,2053,2053,true,SIN,Asia Pacific,Singapore,243,2.81
8.210.117.18,8443,8443,true,HKG,Asia Pacific,Hong Kong,773,2.81
8.219.195.47,8080,8080,false,SIN,Asia Pacific,Singapore,40,2.81
8.219.253.185,2096,2096,true,SIN,Asia Pacific,Singapore,198,2.80
8.222.182.10,2083,2083,true,SIN,Asia Pacific,Singapore,114,2.80
8.210.119.11,8443,8443,true,HKG,Asia Pacific,Hong Kong,38,2.79
8.218.119.115,80,80,false,HKG,Asia Pacific,Hong Kong,88,2.79
8.218.3.12,8443,8443,true,HKG,Asia Pacific,Hong Kong,141,2.79
8.217.159.210,2086,2086,false,HKG,Asia Pacific,Hong Kong,43,2.79
47.236.104.11,2082,2082,false,SIN,Asia Pacific,Singapore,16,2.78
8.218.18.132,2082,2082,false,HKG,Asia Pacific,Hong Kong,447,2.78
8.219.142.229,2086,2086,false,SIN,Asia Pacific,Singapore,10,2.78
8.219.185.191,2083,2083,true,SIN,Asia Pacific,Singapore,103,2.78
8.217.164.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,2.78
47.236.150.13,2053,2053,true,SIN,Asia Pacific,Singapore,142,2.78
47.236.88.85,8080,8080,false,SIN,Asia Pacific,Singapore,22,2.77
8.218.2.181,2082,2082,false,HKG,Asia Pacific,Hong Kong,709,2.77
8.218.122.55,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,2.77
8.222.137.192,2095,2095,false,SIN,Asia Pacific,Singapore,30,2.77
8.218.11.90,2087,2087,true,HKG,Asia Pacific,Hong Kong,423,2.77
8.217.251.62,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,2.76
47.245.94.144,2095,2095,false,SIN,Asia Pacific,Singapore,18,2.76
47.74.43.95,2086,2086,false,NRT,Asia Pacific,Tokyo,84,2.75
8.219.86.200,2082,2082,false,SIN,Asia Pacific,Singapore,4,2.74
8.217.164.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,2.74
8.210.65.1,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,2.74
8.210.146.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,2.72
47.76.32.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,76,2.72
8.218.18.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,97,2.71
8.218.204.128,80,80,false,HKG,Asia Pacific,Hong Kong,42,2.71
47.236.116.26,2052,2052,false,SIN,Asia Pacific,Singapore,36,2.71
47.236.233.166,2096,2096,true,SIN,Asia Pacific,Singapore,166,2.71
8.219.228.30,2052,2052,false,SIN,Asia Pacific,Singapore,37,2.70
8.222.129.245,8443,8443,true,SIN,Asia Pacific,Singapore,97,2.70
47.76.80.72,2083,2083,true,HKG,Asia Pacific,Hong Kong,475,2.70
8.219.241.189,2086,2086,false,SIN,Asia Pacific,Singapore,22,2.70
8.219.141.174,8880,8880,false,SIN,Asia Pacific,Singapore,28,2.70
8.219.55.31,2087,2087,true,NRT,Asia Pacific,Tokyo,302,2.70
8.218.85.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,129,2.70
47.245.93.74,2082,2082,false,SIN,Asia Pacific,Singapore,16,2.69
8.210.174.156,2053,2053,true,HKG,Asia Pacific,Hong Kong,315,2.69
8.219.237.250,8080,8080,false,SIN,Asia Pacific,Singapore,117,2.69
47.236.194.67,2082,2082,false,SIN,Asia Pacific,Singapore,25,2.69
47.236.158.158,2095,2095,false,SIN,Asia Pacific,Singapore,7,2.69
8.219.228.186,2053,2053,true,SIN,Asia Pacific,Singapore,519,2.68
47.245.82.78,2082,2082,false,SIN,Asia Pacific,Singapore,19,2.68
47.237.23.162,2086,2086,false,SIN,Asia Pacific,Singapore,16,2.68
8.210.3.24,2082,2082,false,HKG,Asia Pacific,Hong Kong,461,2.67
47.236.144.48,2086,2086,false,SIN,Asia Pacific,Singapore,4,2.67
47.243.42.219,8880,8880,false,HKG,Asia Pacific,Hong Kong,717,2.67
47.236.123.133,80,80,false,SIN,Asia Pacific,Singapore,14,2.67
8.210.117.18,443,443,true,HKG,Asia Pacific,Hong Kong,527,2.67
47.242.202.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,866,2.67
47.237.80.66,2082,2082,false,SIN,Asia Pacific,Singapore,23,2.66
8.219.60.54,2082,2082,false,SIN,Asia Pacific,Singapore,26,2.66
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,110,2.65
8.210.119.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,2.65
47.74.7.51,8880,8880,false,NRT,Asia Pacific,Tokyo,76,2.64
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,47,2.64
8.210.107.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,58,2.64
8.217.239.116,2096,2096,true,HKG,Asia Pacific,Hong Kong,76,2.64
8.222.249.190,2087,2087,true,SIN,Asia Pacific,Singapore,150,2.64
47.74.5.99,8443,8443,true,NRT,Asia Pacific,Tokyo,80,2.63
8.222.168.155,2083,2083,true,SIN,Asia Pacific,Singapore,130,2.63
47.237.27.69,2053,2053,true,SIN,Asia Pacific,Singapore,44,2.63
8.219.250.239,2082,2082,false,SIN,Asia Pacific,Singapore,28,2.62
47.74.43.95,2095,2095,false,NRT,Asia Pacific,Tokyo,78,2.62
47.236.184.14,2053,2053,true,SIN,Asia Pacific,Singapore,175,2.62
8.222.254.91,2086,2086,false,SIN,Asia Pacific,Singapore,9,2.62
8.210.9.129,80,80,false,HKG,Asia Pacific,Hong Kong,38,2.62
8.219.228.157,2086,2086,false,SIN,Asia Pacific,Singapore,25,2.62
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,677,2.61
8.219.253.18,2086,2086,false,SIN,Asia Pacific,Singapore,20,2.61
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,37,2.61
47.91.31.231,2052,2052,false,NRT,Asia Pacific,Tokyo,82,2.61
47.243.42.219,80,80,false,HKG,Asia Pacific,Hong Kong,40,2.61
47.243.161.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,2.60
47.242.59.216,80,80,false,HKG,Asia Pacific,Hong Kong,59,2.60
8.217.164.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,2.60
8.218.48.92,2052,2052,false,HKG,Asia Pacific,Hong Kong,911,2.59
47.254.66.75,80,443,true,SJC,North America,San Jose,181,2.59
8.219.228.88,80,80,false,SIN,Asia Pacific,Singapore,15,2.59
8.222.209.223,2083,2083,true,SIN,Asia Pacific,Singapore,60,2.58
8.210.65.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,43,2.58
8.210.119.11,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,2.58
47.237.9.59,8080,8080,false,SIN,Asia Pacific,Singapore,31,2.58
47.74.7.51,2087,2087,true,NRT,Asia Pacific,Tokyo,79,2.57
8.218.22.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,316,2.57
8.218.18.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,100,2.56
8.218.243.95,8880,8880,false,HKG,Asia Pacific,Hong Kong,63,2.56
8.218.211.17,8443,8443,true,HKG,Asia Pacific,Hong Kong,120,2.56
8.219.156.148,80,80,false,SIN,Asia Pacific,Singapore,15,2.55
8.218.174.118,2096,2096,true,HKG,Asia Pacific,Hong Kong,64,2.55
8.219.198.139,8880,8880,false,SIN,Asia Pacific,Singapore,54,2.54
8.218.52.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,725,2.54
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,2.54
47.236.166.131,2087,2087,true,SIN,Asia Pacific,Singapore,181,2.53
8.222.152.165,80,80,false,SIN,Asia Pacific,Singapore,11,2.52
8.222.219.34,2087,2087,true,SIN,Asia Pacific,Singapore,139,2.52
8.219.213.112,80,80,false,SIN,Asia Pacific,Singapore,24,2.52
8.210.245.224,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,2.52
8.217.149.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,2.51
8.219.201.8,2053,2053,true,SIN,Asia Pacific,Singapore,196,2.50
8.219.139.86,8880,8880,false,SIN,Asia Pacific,Singapore,23,2.50
47.236.204.152,2082,2082,false,SIN,Asia Pacific,Singapore,5,2.50
8.222.180.86,8443,8443,true,SIN,Asia Pacific,Singapore,189,2.50
8.218.8.142,2087,2087,true,HKG,Asia Pacific,Hong Kong,102,2.50
8.218.126.53,443,443,true,HKG,Asia Pacific,Hong Kong,58,2.50
8.218.22.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,140,2.49
8.218.48.92,2082,2082,false,HKG,Asia Pacific,Hong Kong,266,2.49
8.219.236.8,2052,2052,false,SIN,Asia Pacific,Singapore,39,2.49
47.242.232.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,2.48
47.242.232.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,2.48
47.236.254.120,80,80,false,SIN,Asia Pacific,Singapore,66,2.48
47.243.203.119,2052,2052,false,HKG,Asia Pacific,Hong Kong,471,2.47
47.236.189.173,2087,2087,true,SIN,Asia Pacific,Singapore,156,2.47
47.242.202.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,189,2.47
8.219.66.156,2086,2086,false,NRT,Asia Pacific,Tokyo,113,2.46
47.236.198.189,2082,2082,false,SIN,Asia Pacific,Singapore,7,2.46
8.210.101.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,492,2.46
8.219.233.6,2086,2086,false,SIN,Asia Pacific,Singapore,19,2.45
8.219.186.189,8080,8080,false,SIN,Asia Pacific,Singapore,86,2.45
47.243.42.219,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,2.45
8.219.188.162,2052,2052,false,SIN,Asia Pacific,Singapore,27,2.45
8.218.18.235,2082,2082,false,HKG,Asia Pacific,Hong Kong,687,2.44
47.237.23.162,2053,2053,true,SIN,Asia Pacific,Singapore,65,2.44
47.236.121.7,2086,2086,false,SIN,Asia Pacific,Singapore,6,2.44
8.219.0.162,2053,2053,true,SIN,Asia Pacific,Singapore,85,2.44
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,2.44
47.242.232.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,622,2.43
8.217.239.116,2086,2086,false,HKG,Asia Pacific,Hong Kong,466,2.43
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,58,2.43
8.219.242.131,8880,8880,false,SIN,Asia Pacific,Singapore,106,2.43
47.245.107.174,2083,2083,true,SIN,Asia Pacific,Singapore,70,2.42
47.243.161.235,443,443,true,HKG,Asia Pacific,Hong Kong,424,2.42
47.242.176.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,570,2.41
47.243.161.235,2096,2096,true,HKG,Asia Pacific,Hong Kong,172,2.41
47.243.161.235,2087,2087,true,HKG,Asia Pacific,Hong Kong,515,2.41
47.74.7.51,2095,2095,false,NRT,Asia Pacific,Tokyo,84,2.40
8.219.183.31,80,80,false,SIN,Asia Pacific,Singapore,19,2.40
8.219.238.145,80,80,false,SIN,Asia Pacific,Singapore,68,2.40
47.243.162.49,2083,2083,true,HKG,Asia Pacific,Hong Kong,198,2.40
47.243.27.217,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,2.40
47.242.202.230,8443,8443,true,HKG,Asia Pacific,Hong Kong,156,2.39
47.76.37.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,348,2.39
47.242.17.250,2086,2086,false,HKG,Asia Pacific,Hong Kong,248,2.39
47.236.150.13,2087,2087,true,SIN,Asia Pacific,Singapore,133,2.38
8.210.174.156,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,2.38
8.210.117.18,8880,8880,false,HKG,Asia Pacific,Hong Kong,910,2.37
8.218.8.142,8443,8443,true,HKG,Asia Pacific,Hong Kong,564,2.37
8.222.167.147,8880,8880,false,SIN,Asia Pacific,Singapore,13,2.36
8.218.181.189,80,80,false,HKG,Asia Pacific,Hong Kong,41,2.36
47.242.202.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,2.36
47.236.166.131,8443,8443,true,SIN,Asia Pacific,Singapore,83,2.35
8.210.146.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,427,2.35
8.219.98.13,2082,2082,false,SIN,Asia Pacific,Singapore,24,2.35
47.243.162.49,8443,8443,true,HKG,Asia Pacific,Hong Kong,134,2.34
47.236.161.155,8080,8080,false,SIN,Asia Pacific,Singapore,21,2.34
8.210.156.6,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,2.34
47.236.146.249,8080,8080,false,SIN,Asia Pacific,Singapore,33,2.34
8.218.8.142,2096,2096,true,HKG,Asia Pacific,Hong Kong,184,2.33
47.89.191.155,443,443,true,IAD,North America,Ashburn,218,2.32
8.218.174.118,8443,8443,true,HKG,Asia Pacific,Hong Kong,93,2.31
47.242.202.230,80,80,false,HKG,Asia Pacific,Hong Kong,500,2.31
8.219.98.13,80,80,false,SIN,Asia Pacific,Singapore,9,2.30
47.243.161.235,80,80,false,HKG,Asia Pacific,Hong Kong,417,2.30
47.237.28.121,2053,2053,true,SIN,Asia Pacific,Singapore,65,2.30
47.236.99.131,2095,2095,false,SIN,Asia Pacific,Singapore,11,2.30
8.219.121.87,2082,2082,false,SIN,Asia Pacific,Singapore,6,2.30
8.217.207.60,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,2.29
8.218.11.90,2086,2086,false,HKG,Asia Pacific,Hong Kong,308,2.28
8.217.149.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,2.28
8.210.117.18,2096,2096,true,HKG,Asia Pacific,Hong Kong,798,2.27
8.218.22.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,119,2.27
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,336,2.26
8.219.228.157,8080,8080,false,SIN,Asia Pacific,Singapore,60,2.26
47.242.79.71,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,2.25
8.210.9.129,443,443,true,HKG,Asia Pacific,Hong Kong,44,2.25
47.237.8.82,8443,8443,true,SIN,Asia Pacific,Singapore,317,2.25
8.218.119.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,2.24
8.218.127.249,80,80,false,HKG,Asia Pacific,Hong Kong,758,2.24
47.242.202.230,2053,2053,true,HKG,Asia Pacific,Hong Kong,504,2.24
8.217.149.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,2.23
8.218.65.237,443,443,true,HKG,Asia Pacific,Hong Kong,126,2.23
8.210.107.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,483,2.23
8.210.21.65,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,2.23
8.217.164.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,2.23
8.218.2.181,8443,8443,true,HKG,Asia Pacific,Hong Kong,88,2.22
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,329,2.22
8.218.85.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,144,2.22
8.210.9.129,2053,2053,true,HKG,Asia Pacific,Hong Kong,37,2.22
8.210.101.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,2.21
8.217.164.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,2.21
47.243.42.219,2083,2083,true,HKG,Asia Pacific,Hong Kong,739,2.21
8.210.107.246,80,80,false,HKG,Asia Pacific,Hong Kong,499,2.20
47.74.43.95,2096,2096,true,NRT,Asia Pacific,Tokyo,95,2.20
8.210.156.6,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,2.20
47.237.73.230,8080,8080,false,SIN,Asia Pacific,Singapore,17,2.20
47.245.118.197,8080,8080,false,SIN,Asia Pacific,Singapore,25,2.20
8.219.153.237,2083,2083,true,NRT,Asia Pacific,Tokyo,230,2.19
8.222.154.50,2052,2052,false,SIN,Asia Pacific,Singapore,18,2.19
8.218.18.235,8443,8443,true,HKG,Asia Pacific,Hong Kong,151,2.19
8.218.18.132,80,80,false,HKG,Asia Pacific,Hong Kong,506,2.19
8.219.228.157,8880,8880,false,SIN,Asia Pacific,Singapore,49,2.19
47.236.114.167,2095,2095,false,SIN,Asia Pacific,Singapore,18,2.18
8.219.206.53,80,80,false,SIN,Asia Pacific,Singapore,12,2.18
47.74.7.51,2052,2052,false,NRT,Asia Pacific,Tokyo,75,2.18
47.245.107.174,2087,2087,true,SIN,Asia Pacific,Singapore,103,2.18
8.219.77.222,8080,8080,false,SIN,Asia Pacific,Singapore,10,2.18
8.210.9.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,37,2.17
8.218.207.169,80,80,false,HKG,Asia Pacific,Hong Kong,45,2.17
47.243.86.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,89,2.17
47.245.113.12,2095,2095,false,SIN,Asia Pacific,Singapore,28,2.17
8.219.201.8,8080,8080,false,SIN,Asia Pacific,Singapore,24,2.17
8.217.239.116,8880,8880,false,HKG,Asia Pacific,Hong Kong,599,2.17
8.217.239.116,2095,2095,false,HKG,Asia Pacific,Hong Kong,302,2.16
47.88.101.9,443,443,true,SJC,North America,San Jose,177,2.15
47.236.123.218,2086,2086,false,SIN,Asia Pacific,Singapore,10,2.15
47.243.27.217,2087,2087,true,HKG,Asia Pacific,Hong Kong,131,2.15
47.243.27.217,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,2.14
8.218.8.142,2086,2086,false,HKG,Asia Pacific,Hong Kong,145,2.14
47.76.94.15,2095,2095,false,HKG,Asia Pacific,Hong Kong,383,2.13
8.210.245.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,2.13
47.243.203.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,407,2.12
8.219.73.21,8080,8080,false,SIN,Asia Pacific,Singapore,4,2.12
8.218.211.17,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,2.12
8.219.40.255,2095,2095,false,SIN,Asia Pacific,Singapore,27,2.11
8.217.149.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,42,2.11
8.219.6.157,80,80,false,SIN,Asia Pacific,Singapore,13,2.11
47.236.125.62,2053,2053,true,NRT,Asia Pacific,Tokyo,182,2.10
8.222.170.152,8443,8443,true,NRT,Asia Pacific,Tokyo,143,2.09
8.210.151.69,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,2.08
47.236.144.208,2095,2095,false,SIN,Asia Pacific,Singapore,27,2.08
47.243.162.49,80,80,false,HKG,Asia Pacific,Hong Kong,41,2.08
8.222.213.221,2096,2096,true,SIN,Asia Pacific,Singapore,143,2.06
8.219.215.214,2052,2052,false,SIN,Asia Pacific,Singapore,21,2.06
8.210.245.224,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,2.05
47.245.93.74,2087,2087,true,SIN,Asia Pacific,Singapore,118,2.05
47.76.146.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,2.04
47.236.93.176,8080,8080,false,SIN,Asia Pacific,Singapore,13,2.04
47.243.27.217,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,2.04
8.218.52.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,417,2.04
8.218.18.235,8443,8443,true,HKG,Asia Pacific,Hong Kong,216,2.04
8.219.106.15,8880,8880,false,SIN,Asia Pacific,Singapore,28,2.04
8.219.87.34,2087,2087,true,SIN,Asia Pacific,Singapore,128,2.03
8.217.239.116,2086,2086,false,HKG,Asia Pacific,Hong Kong,594,2.03
8.219.186.189,80,80,false,SIN,Asia Pacific,Singapore,54,2.02
8.210.117.18,2083,2083,true,HKG,Asia Pacific,Hong Kong,135,2.01
8.219.70.117,2087,2087,true,SIN,Asia Pacific,Singapore,52,2.01
8.210.101.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,2.01
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,409,2.00
8.222.152.165,8880,8880,false,SIN,Asia Pacific,Singapore,25,2.00
47.242.234.127,443,443,true,HKG,Asia Pacific,Hong Kong,57,2.00
47.243.183.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,2.00
47.74.37.50,2052,2052,false,NRT,Asia Pacific,Tokyo,71,2.00
8.217.239.116,2052,2052,false,HKG,Asia Pacific,Hong Kong,597,2.00
8.218.48.92,8080,8080,false,HKG,Asia Pacific,Hong Kong,874,1.99
47.243.42.219,2082,2082,false,HKG,Asia Pacific,Hong Kong,197,1.99
47.243.183.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,1.99
8.218.181.189,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,1.99
47.245.82.78,2096,2096,true,SIN,Asia Pacific,Singapore,122,1.99
8.218.18.235,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,1.99
47.236.65.11,8080,8080,false,SIN,Asia Pacific,Singapore,14,1.99
47.236.166.76,8443,8443,true,SIN,Asia Pacific,Singapore,126,1.98
47.236.146.249,8880,8880,false,SIN,Asia Pacific,Singapore,57,1.98
47.236.132.125,2095,2095,false,SIN,Asia Pacific,Singapore,27,1.98
47.243.162.49,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,1.98
47.74.5.99,2083,2083,true,NRT,Asia Pacific,Tokyo,74,1.98
47.243.161.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,68,1.97
8.218.52.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,318,1.97
8.210.39.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,1.97
8.218.22.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,100,1.97
8.218.65.237,443,443,true,HKG,Asia Pacific,Hong Kong,74,1.97
8.219.137.50,2096,2096,true,SIN,Asia Pacific,Singapore,107,1.96
8.222.136.247,2087,2087,true,SIN,Asia Pacific,Singapore,78,1.96
47.243.86.79,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,1.96
8.217.221.165,2082,2082,false,HKG,Asia Pacific,Hong Kong,301,1.95
47.242.17.250,80,80,false,HKG,Asia Pacific,Hong Kong,442,1.95
47.243.183.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,64,1.95
8.222.214.13,2096,2096,true,SIN,Asia Pacific,Singapore,106,1.94
8.218.52.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,730,1.93
8.217.239.116,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,1.93
47.236.249.41,8880,8880,false,SIN,Asia Pacific,Singapore,38,1.93
8.212.41.98,8080,8080,false,SJC,North America,San Jose,32,1.93
8.217.221.165,2086,2086,false,HKG,Asia Pacific,Hong Kong,308,1.91
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,196,1.91
47.237.22.84,2086,2086,false,SIN,Asia Pacific,Singapore,27,1.91
8.218.52.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,450,1.91
47.76.94.15,2053,2053,true,HKG,Asia Pacific,Hong Kong,569,1.90
8.210.119.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,1.90
47.236.65.177,2086,2086,false,SIN,Asia Pacific,Singapore,8,1.90
8.217.149.28,80,80,false,HKG,Asia Pacific,Hong Kong,39,1.90
47.88.85.197,2095,2095,false,SJC,North America,San Jose,170,1.90
8.217.159.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,276,1.90
8.218.48.92,2095,2095,false,HKG,Asia Pacific,Hong Kong,445,1.89
47.245.84.124,80,80,false,SIN,Asia Pacific,Singapore,24,1.89
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,58,1.89
